Master Builder Academy,[0303eccc-899f-4906-a312-3982b48bd44e]
   Audi,[23ac918d-902b-4ab0-ae00-94719eb9fcf4]
      75872,[Audi R18 e-tron quattro]
      75873,[Audi R8 LMS ultra]
   McLaren,[80508eba-d89d-44ea-b5d5-40cefd45d6f8]
      75909,[McLaren P1]
      75911,[McLaren Mercedes Pit Stop]
   Chevrolet,[a620db3c-7f52-4468-9091-b71c670f5946]
      75870,[Chevrolet Corvette Z06]
      75874,[Chevrolet Camaro Drag Race]
   Ferrari,[c1cde0c6-9dbc-42e5-ba58-cbac782a96da]
      75908,[458 Italia GT2]
      75899,[LaFerrari]
      75913,[F14 T &amp; Scuderia Ferrari Truck]
   Ford,[d095c0db-ca83-4452-87a2-c9c9478858e8]
      75871,[Ford Mustang GT]
      75875,[Ford F-150 Raptor &amp; Ford Model A Hot Rod]
Znap,[7b36caf0-24f2-45d4-81c6-a7f475699a47]
   ,[ebc12ef1-4565-4bb9-a4de-aa55308774f6]
      3501,[Jet-Car]
      3502,[Bi-Wing]
      3503,[Mini-Sonic]
      3504,[Hook-Truck]
      3505,[Aeroplane]
      3506,[Motorbike]
      3510,[Promotional Set]
      3520,[Forklift]
      3521,[Racer]
      3531,[Tri-Bike]
      3532,[Jet-Ski]
      3551,[Dino-Jet]
      3552,[Hover Sub]
      3554,[Helicopter]
      3555,[Jeep]
      3571,[Blackmobile]
      3581,[Red Formula 1 with Storage]
      3582,[Super Constructor Set]
      3591,[Rota-Beast]
      3533,[{unknown}]
Island Xtreme Stunts,[7b63fbf8-97d4-431f-8689-ed55c6251e12]
   ,[963efa28-f012-4896-9dba-4dcc0801d9b3]
      3386,[Pepper]
      3387,[Brickster]
      3388,[Beach Dude]
      6731,[Skateboarding Pepper]
      6732,[Brickster&#39;s Trike]
      6733,[Snap&#39;s Cruiser]
      6734,[Beach Cruisers]
      6735,[Air Chase]
      6736,[Beach Lookout]
      6737,[Wake Rider]
      6738,[Skateboard Challenge]
      6739,[Truck &amp; Stunt Trikes]
      6740,[Xtreme Tower]
Bricks and More,[7eea4129-65b4-40cc-b5d1-bdfe8524f366]
   ,[1ce33628-ceda-46b2-8b78-bed0b00e1209]
      10662,[LEGO Creative Bucket]
      10663,[Creative Chest]
      10664,[Creative Tower]
      10681,[Creative Building Cube]
      10682,[Creative Suitcase]
      4495173,[LEGO Creative Building Set]
      6177,[Basic Bricks Deluxe]
      6186,[Build Your Own Harbor]
      6187,[Road Construction Set]
      5574,[Basic Bricks]
      5584,[Fun with Wheels]
      5585,[Pink Brick Box]
      5576,[Basic Bricks - Medium]
      5578,[Basic Bricks - Large]
      5522,[Golden Anniversary Set]
      5582,[Ultimate LEGO Town Building Set]
      6117,[Doors and Windows]
      6118,[Wheels and Tyres]
      6119,[Roof Tiles]
      5573,[LEGO Build &amp; Play]
      5587,[Basic Bricks with Fun Figures]
      6191,[Fire Fighter Building Set]
      6192,[Pirate Building Set]
      6193,[Castle Building Set]
      5539,[Creative Bucket]
      5560,[Large Pink Brick Box]
      5489,[Ultimate LEGO Vehicle Building Set]
      5487,[Fun With LEGO Bricks]
      6194,[My LEGO Town]
      7615,[Basic Blue Bucket]
      7616,[Basic Red Bucket]
      5589,[LEGO Giant Box]
      620,[Blue Building Plate]
      5898,[Cars Building Set]
      5899,[House Building Set]
      5623,[LEGO Basic Bricks - Large]
      5508,[LEGO Deluxe Brick Box]
      5529,[Basic Bricks]
      5549,[LEGO Building Fun]
      5512,[LEGO XXL Box]
      5929,[Knight and Castle Building Set]
      5930,[Road Construction Building Set]
      5932,[My First LEGO Set]
      5933,[Airport Building Set]
      5749,[Creative Building Kit]
      6053,[My First LEGO Town]
      6131,[LEGO Build and Play]
      4625,[Pink Brick Box]
      4626,[Farm Brick Box]
      4636,[Police Building Set]
      4637,[Safari Building Set]
      4635,[Fun With Vehicles]
      4628,[Fun With Bricks]
      10659,[Blue Suitcase]
      10660,[Pink Suitcase]
      10655,[LEGO Monster Trucks]
      10656,[My First LEGO Princess]
      10657,[My First LEGO Set]
      10661,[My First LEGO Fire Station]
   Bonus/Value Pack,[3b663c54-5dfb-4b9d-8aa4-1f4b7f34cefe]
      4540315,[LEGO Creative Bucket]
   Accessories,[514ab8e6-f050-42be-8868-bed00c015aac]
      630,[Brick Separator, Orange]
   Product Collection,[81b5ae0d-0d0f-4cc0-860b-b441dc8e35b3]
      66299,[Bonus/Value Pack]
      66340,[Bonus/Value Pack]
      66237,[Build &amp; Play Value Pack]
      66284,[LEGO Build and Play Value Pack]
      66380,[Co-Pack System Bricks &amp; More]
Service Packs,[813cfdab-8380-435e-8d56-ca76b0683d3a]
   ,[1a76d18a-8c73-4b85-bd1f-27bf3f29cbe0]
      1101,[Replacement 4.5V Motor]
      1102,[Four Motor Wheel Bushes]
      1103,[Battery Box]
      1104,[Two Connector Leads]
      1105,[Two Rubber Crawler Tracks]
      1113,[Motor Frame 6 x 16 Stud Plus Four Buffers]
      1114,[Motor Frame 6 x 22 Stud]
      1115,[Lighting Brick, 4.5V]
      1120,[Two Tyres, 42 mm Diameter]
      1121,[Propellors, Wheels and Rotor Unit]
      1122,[Hinge Units]
      1123,[Ball and Socket Couplings &amp; One Articulated Joint]
      1124,[Digger Bucket Assembly]
      1125,[Crane Grab Assembly]
      1129,[Spread Bag]
      1130,[Plastic Folder for Building Instructions]
      1126,[Jack]
      1205,[Keys for wind-up motor]
      1226,[Tractor wheels and tyres]
      5000,[Replacement Motor 4.5 V]
      5001,[4 Wheel Bushes for 4.5 V Basic Motor]
      5002,[2 Rubber Crawler Tracks]
      5003,[2 Lighting Bricks 4.5 V]
      5004,[2 Keys for Wind-Up Motor]
      5005,[Battery Box Grey 4.5 V for use with Basic set 816]
      5006,[Replacement 2-Piece Battery Motor Housing]
      5007,[Basic Motor 4.5 V, Motor and Gear Housing. For use with set 810]
      5008,[Element Separator Grey]
      5009,[Building Plate 16 x 32 Yellow]
      5010,[Building Plate 16 x 32 Green]
      5011,[Motor for Basic Set 810, 9 V]
      5030,[Signs for Use with Lighting Bricks 9 V]
      5031,[2 Propellers, 3 Nose Wheels and Rotor Unit]
      5033,[Light and Sound 1 x 4 Lighting Brick and 4 Colour Globes]
      5034,[Light and Sound 1 x 2 Lighting Brick and 4 Colour Globes]
      5035,[Town Siren]
      5036,[Space Siren]
      5037,[Current-Carrying Bricks 9 V Assorted Sizes]
      5038,[Battery Box 9 V Electric System]
      5042,[Space Light and Radar Plates, Disks and Cones (Transparent Lights)]
      5043,[Mini Antennas, Control Sticks and Antennas]
      5045,[Magnets, Magnet Holders]
      5046,[Wheels, Tyres and Spring Suspension]
      5047,[Hinges, Couplings and Turntables]
      5049,[Transparent Windows and Bricks]
      5051,[Windscreens, Seats and Steering Wheels]
      5052,[Antennas and Control Sticks]
      5053,[Small Plates with Tool Holders, Disks and Cones (Transparent Bricks)]
      5054,[Decorated Elements]
      5055,[Magnets and Magnet Holders]
      5069,[2 Lighting Bricks 12 V]
      5070,[Wheel Sets Small, Black]
      5071,[Wheel Sets Large, Red]
      5076,[Plates 2 x 8 White]
      5078,[Crane Accessories (Container Crane Set)]
      5100,[Battery Box (Tube) 4.5 V]
      5101,[Motor 4.5 V]
      5111,[Plates 2 x 2 with Wire 128 cm 9 V]
      5112,[Loading Grabs, Crane Hook]
      5113,[Propeller]
      5114,[Motor 9 V]
      5115,[Battery Box 9 V]
      5119,[Micro Motor 9 V]
      5121,[Decorated Elements]
      5124,[Wheels and Bearings]
      5126,[Crane and Digger Accessories]
      5127,[Antennas and Control Sticks]
      5128,[Transparent Plates, Bricks, Toolholders]
      5130,[Windows, Seats, Steering Wheels]
      5131,[Hinges, Couplings, Turntables]
      5132,[Wheels, Bearings and Suspension]
      5140,[Basic Bricks Red]
      5141,[Basic Bricks Blue]
      5142,[Basic Bricks White]
      5143,[Basic Bricks Yellow]
      5144,[Basic Bricks Black]
      5145,[Basic Bricks Grey]
      5146,[Plates Assorted Blue]
      5147,[Plates Assorted Red]
      5148,[Wheels and Tyres]
      5149,[Doors and Windows]
      5151,[Roof Bricks Steep 45 Degrees Red]
      5152,[Roof Bricks Shallow 25 Degrees Red]
      5154,[Decorated Elements]
      5155,[Sloping Frames, Space Wings, Motors and Seats]
      5156,[Transparent Bricks]
      5157,[Town and Space Tools]
      5161,[16 Inverted Slope Bricks]
      5162,[6 Fences and 2 Gates]
      5163,[2 Turntables 4 x 4, 2 Turntables 2 x 2]
      5164,[Hinges, Turntables and Couplings]
      5165,[Hinges, Couplings and Tilting Bearings]
      5166,[Lamp Holders, Tool Holder Plates]
      5167,[4 Hinges, 4 Tilting Bearings]
      5168,[Digger Bucket Assembly]
      5169,[Crane Set Assembly]
      5171,[Decorated Elements]
      5172,[Round Bricks, Rocket Noses and Tails]
      5174,[Wheels and Bearings (Grooved Tyres and Hubs)]
      5176,[Transparent Bricks]
      5177,[Town and Space Tools]
      5179,[Hinges and Couplings]
      5180,[Airport T-Junction and Circle Base Plates]
      5181,[Two Straight Airport Runways]
      5182,[Hinges and Couplings]
      5183,[Hinges and Tilting Bearings]
      5186,[Low Fences]
      5187,[Bricks with Groove, Garage Panels]
      5188,[Seats, Steering Wheels and Windscreens]
      5189,[Ladders / Stairs]
      5190,[Seats and Windscreens]
      5191,[Balloon Tyres]
      5193,[Sloping Frames]
      5194,[Forklift Truck and Hinge Plates]
      5195,[Assorted Arches]
      5197,[Lamp Holders, Tool Holder Plates]
      5198,[Small Plates, Disks and Cones]
      5199,[Mini Antennas, Assorted Sticks and Antennas]
      5215,[Green Bricks Assorted]
      5216,[Black Roof Bricks Assorted]
      5217,[Black Plates Assorted]
      5227,[Fibre Optic Cables]
      5231,[20 Technic Beams and Plates Yellow]
      5232,[20 Technic Beams and Plates Blue]
      5234,[20 Technic Beams and Plates Black]
      5236,[8 Technic Beams Blue]
      5237,[8 Technic Beams Black]
      5238,[8 Technic Beams Red]
      5239,[34 Cross Axles]
      5240,[6 Wheel Hubs and Tyres 24 mm (4) and 43 mm (2)]
      5241,[Gear Rack and Wheels, Wedge-Belt and Crown Wheels]
      5242,[Differential Housing and Steering Elements]
      5243,[70 Chain Links]
      5244,[54 Crawler Track Links]
      5246,[2 Tyres and Hubs 81 mm]
      5247,[Bushes, Piston Rods and Toggle Joints]
      5248,[2 Tyres and Hubs 62 mm]
      5249,[20 Technic Beams and Plates Red]
      5250,[8 Technic Beams Yellow]
      5265,[Wheels with 43 and 24 mm Tyres]
      5268,[Small Low Profile Tyres]
      5270,[2 Tyres and Hubs 43 mm]
      5271,[Tyres and Hubs 49.6 mm White]
      5273,[Tyres and Hubs 62 mm]
      5274,[Tyres with Hubs 24 and 30 mm]
      5281,[Balloon Tyres 49.6 mm]
      5282,[Balloon Tyres 68.8 mm]
      5283,[Balloon Tyres 43.2 mm]
      5284,[Loading Grabs with Crane Hook]
      5288,[Gear Blocks, Housings and Axles]
      5293,[Battery Box - Basic and Technic]
      5313,[Town / Space Accessories]
      5315,[Connectors]
      5316,[Transparent Accessories]
      5318,[Head Wear]
      5319,[Decorated Elements]
      5320,[Small Plates Assorted, White]
      5321,[Large White Plates Assorted]
      5386,[Antenna and Control Sticks]
      5388,[Hinges, Couplings, Turntables]
      5390,[Crane and Digger Accessories]
      5391,[Battery Box 9 V For Electric System]
      5393,[Headgear (Hats and Hair)]
      5394,[3 Horses and Saddles]
      5396,[Transparent Windows and Bricks]
      5397,[Magnet and Magnet Holder]
      5398,[Decorated Elements]
      1209,[{Fences and Gates}]
   Duplo,[25cba39d-abaa-4be7-92c5-bda51199d39e]
      5023,[Duplo Farm Fences]
      5024,[Duplo Start / Stop Rail, Single Rail, Change of Direction Switch]
      5025,[Duplo Tubes with Balls]
      5027,[Duplo Start / Stop Rail Plus Straight Rail]
      5029,[Duplo Family, Caucasian]
      5088,[Duplo Long Beams 2 x 8 Red and Yellow]
      5089,[Duplo Family, African American]
      5090,[Duplo Family, Asian]
      5091,[Duplo Family, Hispanic]
      5092,[Two Duplo Sleeping Bags]
      5093,[Duplo Battery Train with Polarity Switch]
      5094,[Duplo Window and Shower Curtains]
      5095,[Duplo Fences]
      5096,[Duplo Millstone and Millwing]
      5097,[Duplo Sleeping Bags]
   Divers,[39c60dd6-b995-485e-84fd-25790bca0a80]
      5389,[Diving Accessories]
   Technic,[3a2a9e01-fa69-4759-b919-c2fb462073fa]
      1161,[Pump cylinder]
      70012,[V-belts / Rubber Bands]
      1346,[Touch sensors, 4.5v]
      1343,[Optosensors (4.5V) and Discs]
      1221,[Yellow beams]
      1224,[Red beams]
      1222,[Blue beams]
      1223,[Black beams]
      1117,[Axles and Bushes]
      1176,[Gear racks and turntables]
      5099,[Pneumatic Valves]
      5102,[Pneumatic Tube Black and Grey 60 and 100 cm]
      5103,[Pneumatic Spring Cylinder 48 mm Red]
      5104,[Pneumatic Piston Cylinder 48 mm Yellow]
      5105,[Pneumatic Piston Cylinder 64 mm Yellow]
      5106,[Two-Way Valve and Non-Return Valve]
      5107,[Pneumatic Pump Cylinder 48 mm]
      5108,[Double-Acting Pneumatic Piston Cylinder 48 mm]
      5109,[Pneumatic Tubing and T-Junctions]
      5110,[Cross Axles, Nuts]
      5116,[Pneumatic Piston Cylinder 32 mm]
      5117,[Compressor Pump for 8868]
      5118,[Flex System Elements]
      5120,[Polarity Reversal Switch for 8082 (9 V)]
      5201,[Angle Bricks Assorted]
      5202,[Angle Beams, Red and Blue]
      5203,[Technic Alloy Wheels (and Tyres)]
      5204,[Technic Competition Accessories]
      5205,[Technic Wheels and Rubber Bands]
      5225,[Technic Geared Motor]
      5226,[Technic Assorted Cross Axles]
      5228,[Technic Beams and Plates with Holes, Black]
      5229,[Technic Gear Wheels and Differential Housing]
      5233,[Small Beams and Plates]
      5235,[10 Large Technic Beams Black]
      5245,[Universal Joint, Differential Housing and Gear Wheels]
      5251,[Shock Absorbers Small]
      5252,[Shock Absorbers Large]
      5253,[Cross Axles Sizes 2, 3, 4, 6]
      5254,[Cross Axles Sizes 8, 10, 12]
      5255,[Connector Pegs]
      5256,[Suspension Pack]
      5257,[Connector Pegs, Toggle Joints and Wheels]
      5258,[Crown Wheels, Gear Racks, Point Wheels, Worm Gears]
      5259,[Universal Joint, Rubber Bands and Wheels]
      5260,[Connecting Rods and Stop Bushes]
      5261,[Plates and Gear Racks]
      5262,[Gear Wheels]
      5263,[Universal Joint, Differential Housing and Point Wheels]
      5264,[Rotors and Bush / Cross Axles]
      5266,[Gear Racks, Gear Wheels and Pulley Wheels]
      5267,[Assorted Cross Axles]
      5269,[Lift-Arms and Triangles]
      5272,[Cylinder Motor]
      5275,[Toggle Joints and Connector Pegs and Rods]
      5276,[Gear Wheels, Worm Gears and Racks, Universal Joints]
      5277,[Wedge Belt, Pulleys and V-Belts]
      5278,[Chain Links]
      5279,[Steering Elements, Plates and Gear Racks]
      5280,[Lift-Arms and Triangles]
      5285,[Two Large Shock Absorbers]
      5286,[Toggle Joints and Connectors]
      5287,[Plates and Gear Racks]
      5289,[Toggle Joints and Connectors]
      5290,[Plates, Gear Racks]
      5291,[Lift-Arms, Triangles]
      5292,[Technic Suitcase]
      5294,[Toggle Joints and Connectors]
      5295,[Steering Accessories]
      5110,[Pneumatic Value Pack]
   Scala,[3f8d2901-cbd9-4248-b034-c499cb0e4d78]
      5400,[LEGO Scala Fashion Accessories]
      5401,[LEGO Scala Kitchen Accessories]
      5402,[LEGO Scala Floor Plate 17.5 x 35 cm]
      5403,[LEGO Scala Floor Plate 35 x 35 cm]
      5404,[LEGO Scala Basic House]
      5405,[LEGO Scala Floor Plate 17.5 x 35 cm]
      5413,[LEGO Scala Service]
      5414,[LEGO Scala Crazy Cooking]
      5415,[LEGO Scala]
   Primo,[4b4c5f2f-81cc-48b7-a06e-4c82788eed26]
      5021,[Primo Wagons]
      5022,[Primo / Duplo Converter Bricks]
      5028,[Duplo Primo Plate 4 x 4 Blue]
   Trains,[6f176e53-91fe-4ebe-9097-787002ca3058]
      1106,[Battery Tender for Trains]
      1107,[Two Shunting Trip-Posts and One Signal]
      1108,[Two Pairs of Magnetic Couplings]
      1110,[Four Locomotive Wheels]
      1111,[Eight Rubber Rims for Locomotive Wheels]
      1119,[Two Locomotive Piston Assemblies]
      5061,[Train Connector Leads 25 and 75 cm]
      5062,[Shunting Trip Posts and Signal 4.5 V]
      5063,[Power Supply Rail for 12 V Trains]
      5064,[4 Locomotive Wheels for Battery Train]
      5065,[Two-Way Plugs and Cable 3.0 m]
      5066,[Buffer Sets and Couplings]
      5067,[8 Rubber Wheel Rims]
      5068,[Locomotive Base Plate with Couplings (Motor Frame)]
      5072,[Long Wagon or Carriage Base 6 x 28]
      5073,[Light Transmitting Elements]
      5074,[2 Bogie Plates]
      5075,[Tender 4.5 V Battery Red. For Trains with Battery Motor 810]
      5077,[Sliding Gates and Rails]
      5079,[Change-Over Unit 12 V]
      5080,[Remote Control for Points 12 V]
      5081,[Remote Control for Signal 12 V]
      5082,[Flashlight Unit 12 V]
      5083,[Remote Control for Crossing 12 V]
      5084,[Lighting Bricks 12 V for Signals]
      5085,[Insulating Track Plus Socket 12 V (Isolating Rail)]
      5200,[Signal Masts and Base Supports]
      5300,[Train Motor 9 V]
      5301,[Wagon / Carriage Plate 6 x 28, Grey]
      5302,[2 Bogie Plates]
      5303,[Buffers and Magnetic Couplings]
      5304,[Wheel Sets]
      5305,[Train Connecting Lead 9 V]
      5306,[Plates 2 x 2 with Wire, 9 V, 26 cm]
      5307,[Headlight Brick]
      5308,[Headlight Brick]
      5309,[Wagon Plate Red 6 x 28]
      5310,[Light Brick Conductor (9 V)]
      5311,[Two 2 x 2 Plates with Wire, 25.6 cm]
   Adventurers,[74941a07-bf82-4861-a7e0-d052e50fde24]
      5381,[Adventure Accessories]
   Belville,[903c583c-5b41-42de-b0fd-5bc102d5eed3]
      5136,[Belville Accessories]
      5387,[Belville Beach Accessories]
      5395,[Belville Hospital Accessories]
      5399,[Belville Accessories]
   Space,[9983fda7-7410-4bc3-b2f8-2714221b837d]
      1211,[Space Stands and Brackets]
      5056,[Space Elements]
      5057,[Space Accessories]
      5129,[Space Accessories (Exploriens)]
      5173,[Space Wings, Sloping Frames, Space Motors and Seats]
      5175,[Space Equipment]
      5384,[Space Accessories]
   Monorail,[a852e375-5f55-46e1-92e4-31770ea443a2]
      5039,[Monorail Stop / Reverse Switch]
      5040,[Monorail Motor 9 V]
      5041,[Space Track Connector Lead 9 V (10 cm)]
